Location,Title,Link
Bucuresti,ȘTIAȚI CĂ... 1. Bucureştiul este a 6- ...,https://m.facebook.com/groups/579413060499370/posts/-%C8%99tia%C8%9Bi-c%C4%831-bucure%C5%9Ftiul-este-a-6-a-capital%C4%83-ca-m%C4%83rime-din-ue2-cea-mai-veche-gar%C4%83/1190924586014878/
Bucuresti,Stiaţi despre BUCUREȘTI,https://www.facebook.com/groups/404388984641453/posts/1119382913142053/
Bucuresti,"In 1909, capitala avea de 7 ori mai putini locuitori decat ...",https://www.facebook.com/groups/202961000174816/posts/2107669756370588/
Bucuresti,1. Bucureştiul este a 6-a capitală ca ...,https://www.facebook.com/groups/121024041603876/posts/2339302129776045/
Bucuresti,"Despre București, Romania 🇷🇴 1. ...",https://www.facebook.com/groups/404388984641453/posts/1133632405050437/
Bucuresti,Curiozități @București 1. Bucureştiul ...,https://www.facebook.com/groups/579413060499370/posts/1234583008315702/
Bucuresti,Forum Romania,https://www.facebook.com/groups/forumromania/?locale=ro_RO
Bucuresti,București,https://www.facebook.com/groups/forumromania/posts/951412903550955/
Bucuresti,Bucuresti noaptea,https://www.facebook.com/groups/forumromania/posts/969714728387439/
Bucuresti,Forum Romania,https://www.facebook.com/groups/forumromania/posts/941595907865988/
Bucuresti,"Eroii Revolutiei, Bucuresti",https://www.facebook.com/groups/forumromania/posts/971129004912678/
Bucuresti,Forum Romania,https://www.facebook.com/groups/forumromania/posts/901691188523127/
Bucuresti,Forum Romania,https://www.facebook.com/groups/forumromania/posts/962929879065924/
Bucuresti,"București, în haine de sărbătoare!",https://www.facebook.com/groups/forumromania/posts/955838713108374/
Bucuresti,"Buna seara, stie cineva ulei de masline in Bucuresti?",https://www.facebook.com/groups/ForumThassosRomania/posts/7065809113536670/
Bucuresti,Buna ziua! Ce companie de zbor cu preturi bune pt ruta ...,https://www.facebook.com/groups/ForumGreciaRomania/posts/buna-ziua-ce-companie-de-zbor-cu-preturi-bune-pt-ruta-bucuresti-rhodosgrecia-rec/7998869960228027/
Cluj-Napoca,Cluj-Napoca,https://www.facebook.com/groups/645848012153969/?locale=ro_RO
Cluj-Napoca,Cluj-Napoca Oficial,https://www.facebook.com/groups/OficialCluj/?locale=ro_RO
Cluj-Napoca,Cluj-Napoca Public Group,https://www.facebook.com/groups/645848012153969/members/
Cluj-Napoca,Cluj Napoca ORASUL MEU,https://www.facebook.com/groups/252992464816840/
Cluj-Napoca,Vă ajutăm din Cluj!,https://www.facebook.com/groups/2550667518542414/?locale=ro_RO
Cluj-Napoca,Evenimente Cluj Napoca,https://www.facebook.com/groups/429662427109957/?locale=ro_RO
Cluj-Napoca,Marketplace Cluj Napoca 🏪,https://www.facebook.com/groups/marketplace.clujnapoca/?locale=ro_RO
Cluj-Napoca,Info Trafic Cluj-Napoca,https://www.facebook.com/groups/979375598895349/?locale=ro_RO
Cluj-Napoca,Grup Imobiliare Cluj-Napoca,https://www.facebook.com/groups/323408898067995/
Cluj-Napoca,Dambul Rotund Cartier Cluj-Napoca - Grup Anunturi,https://www.facebook.com/groups/CartierulDambulRotund/?locale=ro_RO
Cluj-Napoca,Cluj Napoca Anunțuri Filme Socializare,https://www.facebook.com/groups/evenimenteCj/?locale=ru_RU
Cluj-Napoca,Cluj Napoca Anunțuri România Public Group,https://m.facebook.com/groups/228463270857941/_join_/
Cluj-Napoca,Comunitatea de plante - Cluj,https://www.facebook.com/groups/689714194770924/?locale=ro_RO
Cluj-Napoca,"Comunitatea Dambul Rotund, Cluj - informatii si anunturi",https://www.facebook.com/groups/2687486421314670/
Cluj-Napoca,Lucruri gratis Cluj-Napoca,https://www.facebook.com/groups/lucrurigratis/?locale=ro_RO
Cluj-Napoca,Comunitatea💎De Muncă💎,https://www.facebook.com/groups/826388938102688/
Cluj-Napoca,Mamici din Cluj-Napoca,https://www.facebook.com/groups/270608146299208/
Cluj-Napoca,Comunitatea bărbaților din Cluj,https://www.facebook.com/groups/257622295763271/
Cluj-Napoca,Comunitatea femeilor din Cluj,https://www.facebook.com/groups/700248184120055/
Cluj-Napoca,Studentie Cluj-Napoca,https://www.facebook.com/groups/153851560146905/
Cluj-Napoca,"Cluj-Napoca, un oraș minunat! ❤️🥰🥰",https://www.facebook.com/groups/tourisma/posts/9437463742954958/
Cluj-Napoca,Cluj-Napoca mai poate găzdui 173.000 de locuitori. ...,https://www.facebook.com/groups/252992464816840/posts/9200956926686971/
Cluj-Napoca,Kolozsvár - Klausenburg - Cluj csoport,https://www.facebook.com/groups/283151599693896/posts/1300762461266133/
Cluj-Napoca,Locuitori din Săliștea Nouă-Cluj,https://www.facebook.com/groups/331705397453378/
Cluj-Napoca,👉Locuitori /Noutăți din judetul Cluj!🇦🇩🤗,https://www.facebook.com/groups/715097651957644/
Cluj-Napoca,Cluj Napoca ORASUL MEU,https://www.facebook.com/groups/252992464816840/
Cluj-Napoca,italiani e romeni a Cluj e in Romania,https://www.facebook.com/groups/934989693710791/posts/1769895300220222/
Cluj-Napoca,Vă mulțumesc mult pentru susținere🙏,https://m.facebook.com/groups/ideipentrucluj/posts/3853650158182303/
Cluj-Napoca,Cluj-Napoca è una delle città più importanti della Romania. ...,https://www.facebook.com/groups/934989693710791/posts/1770873993455686/
Cluj-Napoca,Revolta unor locuitori de pe Bulevardul Nicolae Titulescu.,https://m.facebook.com/groups/252992464816840/posts/9415796625202999/
Cluj-Napoca,Cluj Napoca ORASUL MEU,https://www.facebook.com/groups/252992464816840/
Cluj-Napoca,"Forumul din 2024 va avea loc în Cluj-Napoca, între 27-28 ...",https://www.facebook.com/groups/clujevents/posts/27446754024939233/
Cluj-Napoca,Info Trafic Cluj-Napoca,https://www.facebook.com/groups/979375598895349/
Cluj-Napoca,Cluj Napoca - DISCUTII NECENZURATE - Floresti,https://www.facebook.com/groups/407603489586780/?locale=ro_RO
Cluj-Napoca,Cluj-Napoca > Ksamil - Forum Albania,https://www.facebook.com/groups/forumalbania/posts/cluj-napoca-ksamil-there-we-go-/1689385604933531/
Cluj-Napoca,Buna! plecare din Cluj Napoca. Care dintre rute ar fi mai ...,https://www.facebook.com/groups/ForumThassosRomania/posts/7945542255563347/
Cluj-Napoca,Chirie Cluj Napoca - de bun simt,https://www.facebook.com/groups/304633543235829/?locale=ro_RO
Cluj-Napoca,"Salutare dragilor, sunt din Cluj-Napoca și anul acesta ...",https://www.facebook.com/groups/ForumThassosRomania/posts/9452026091581615/
Cluj-Napoca,Cluj,https://www.facebook.com/groups/klausenburg/
Cluj-Napoca,Cluj Napoca ORASUL MEU | Transylvania Green Energy Forum ...,https://m.facebook.com/groups/252992464816840/posts/9097870916995573/
Timisoara,Grup Timisoara - oras european,https://www.facebook.com/groups/TimisoaraOrasEuropean/?locale=ro_RO
Timisoara,Timisoara,https://www.facebook.com/groups/timisoara1973/
Timisoara,TIMIȘOARA,https://www.facebook.com/groups/1561744377379232/
Timisoara,Timisoara,https://www.facebook.com/groups/379723792040185/
Timisoara,Grup Best of Timişoara,https://www.facebook.com/groups/www.bestoftimisoara.ro/
Timisoara,Info Timisoara group,https://www.facebook.com/groups/infotimisoara/
Timisoara,Timisoara Anunturi,https://www.facebook.com/groups/206994516158532/
Timisoara,INFO TRAFIC Timisoara,https://www.facebook.com/groups/153061365298313/
Timisoara,Anunturi Timisoara,https://www.facebook.com/groups/anunturitm/
Timisoara,Grup public Evenimente Timisoara,https://www.facebook.com/groups/1489539934650009/members/?locale=ro_RO
Timisoara,Comunitatea Timisoara,https://www.facebook.com/groups/ComunitateaTimisoara/
Timisoara,Expats in Timisoara,https://www.facebook.com/groups/1730373653888008/?locale=ro_RO
Timisoara,Comunitatea Rock Timisoara,https://www.facebook.com/groups/156968854422181/?locale=ro_RO
Timisoara,Comunitatea Biciclistilor Timisoara,https://www.facebook.com/groups/CBTimisoara/?locale=ro_RO
Timisoara,Soferi în Timișoara,https://www.facebook.com/groups/soferitimisoara/
Timisoara,Comunitatea Parta Timis,https://www.facebook.com/groups/141853826580684/
Timisoara,Comunitatea Timisoara,https://www.facebook.com/groups/ComunitateaTimisoara/posts/1563045250997177/
Timisoara,Comunitatea Bucovăț-Bazoș și Comunele Vecine,https://www.facebook.com/groups/268971794628786/?locale=ro_RO
Timisoara,Comunitatea Voiteg,https://www.facebook.com/groups/843812309569066/?locale=ro_RO
Timisoara,CoMuNiTaTeA AlErGaToRiLoR DiN TiMiSoArA,https://www.facebook.com/groups/287554801433397/
Timisoara,"Dominic Fritz: „Timișoara, un oraș pentru cei mai mici locuitori ...",https://www.facebook.com/groups/stirilocaletimis/posts/1844368929636867/
Timisoara,TIMIȘOARA,https://www.facebook.com/groups/1561744377379232/posts/3874275656126081/
Timisoara,Locuitori din Opatita,https://www.facebook.com/groups/4089938727688474/?locale=ro_RO
Timisoara,Azi in Timisoara,https://www.facebook.com/groups/timisoara2020/posts/8865398500180674/
Timisoara,Azi in Timisoara,https://www.facebook.com/groups/timisoara2020/posts/8864549770265547/
Timisoara,LOCUITORII COMUNEI GIARMATA,https://www.facebook.com/groups/277034172480308/
Timisoara,0767 290 807 Surprize jud timis,https://m.facebook.com/groups/4089938727688474/posts/23865745499681170/
Timisoara,Azi in Timisoara,https://www.facebook.com/groups/timisoara2020/posts/8863853787001812/
Timisoara,"Poti vedea orase fara aparare, fara legi, fara scriere, dar un ...",https://m.facebook.com/groups/987398394744286/posts/poti-vedea-orase-fara-aparare-fara-legi-fara-scriere-dar-un-oras-cu-locuitori-fa/2806546976162743/
Timisoara,La multi ani !!!,https://www.facebook.com/groups/2794829560624533/posts/9008190492621711/
Timisoara,FORUM TIMISOARA,https://www.facebook.com/groups/257620487650865/?locale=ro_RO
Timisoara,Forum Vacante din Timisoara discutii pareri experiente ...,https://www.facebook.com/groups/forumvacantedintimisoaraparerirecomandaridiscutii/
Timisoara,Timișoara,https://www.facebook.com/groups/forumromania/posts/967352325290346/
Timisoara,Timișoara,https://www.facebook.com/groups/forumromania/posts/959287452763500/
Timisoara,"Buna ziua. Spuneti-mi, va rog, din Timisoara spre Durres ...",https://m.facebook.com/groups/forumalbania/posts/buna-ziua-spuneti-mi-va-rog-din-timisoara-spre-durres-avem-la-ora-22-ferry-spre-/1639133693292056/
Timisoara,Bună seara! Caut cazare sau o recomandare de ...,https://www.facebook.com/groups/vacantesub500/posts/3938297569780256/
Timisoara,Buna ziua! Pleaca cineva maine din Timisoara spre Corfu? ...,https://m.facebook.com/groups/ForumGreciaRomania/posts/8045579405557082/
Timisoara,"Buna ziua! Pentru traseul Timisoara-Thassos, care variante",https://www.facebook.com/groups/ForumThassosRomania/posts/7987162934734612/
Timisoara,Forum Bulgaria | Buna ziua! Va rog recomandare traseu ...,https://www.facebook.com/groups/forumbulgaria/posts/1476907942950348/
Timisoara,Bună ziua! Transport persoane din Timișoara (sau partea ...,https://m.facebook.com/groups/ForumGreciaRomania/posts/bun%C4%83-ziua-transport-persoane-din-timi%C8%99oara-sau-partea-de-vest-a-%C8%9B%C4%83rii-%C3%AEn-pelopon/7949158328532524/
Iasi,IASI grup,https://www.facebook.com/groups/214567732304349/
Iasi,Iași Grup Facebook Oficial,https://www.facebook.com/groups/222012451283503/
Iasi,Ești din Iași dacă (Oficial),https://www.facebook.com/groups/1888860147829882/?locale=ro_RO
Iasi,Esti de la Iasi - Grup Oficial,https://www.facebook.com/groups/EstiDinIasiDacaOficial/?locale=ro_RO
Iasi,IASI grup Public Group,https://www.facebook.com/groups/214567732304349/questions/
Iasi,ESTI DIN IASI,https://www.facebook.com/groups/171017530042908/?locale=ro_RO
Iasi,Esti din Iasi daca...✅,https://www.facebook.com/groups/grupestidiniasidaca/?locale=ro_RO
Iasi,Iași,https://www.facebook.com/groups/1440062526120669/
Iasi,Iaşi Oraşul Tău,https://www.facebook.com/groups/1543604099231577/
Iasi,"Iasi, te iubesc ✅",https://www.facebook.com/groups/city.iasi/?locale=ro_RO
Iasi,Esti din Iasi daca...✅,https://www.facebook.com/groups/grupestidiniasidaca/
Iasi,"Iași - anunturi, vanzari, angajari, voluntariat, comunitate etc",https://www.facebook.com/groups/iasianunturivanzaricomunitate/
Iasi,Comunitatea Folk Iași,https://www.facebook.com/groups/837630302976707/?locale=ro_RO
Iasi,Comunitatea Valea Adâncă Iași,https://www.facebook.com/groups/2111243539103787/
Iasi,"Comunitatea Miroslava, Iasi",https://www.facebook.com/groups/208469859903192/
Iasi,Comunitatea Valea Lupului,https://www.facebook.com/groups/1820358738283550/
Iasi,"Iași - anunturi, vanzari, angajari, voluntariat, comunitate etc",https://it-it.facebook.com/groups/VinoVindeIasi/
Iasi,Creativ în IAȘI,https://www.facebook.com/groups/185105224923655/
Iasi,Comunitatea Bârnova - Iași,https://www.facebook.com/groups/visandeal/?locale=ro_RO
Iasi,COMUNA GORBAN - COMUNITATE,https://www.facebook.com/groups/873504473161135/?locale=ro_RO
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/?locale=ro_RO
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://m.facebook.com/groups/933424403502673/posts/2864360563742371/
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/posts/2910706589107768/
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/posts/2836218496556578/
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/posts/2860486927463068/
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/posts/2909263369252090/
Iasi,Comuna Ciurea - judetul Iași,https://www.facebook.com/groups/luncacetatuii/
Iasi,Ești locuitor al orașului Hârlău...✅✅✅,https://www.facebook.com/groups/1704954453098375/?locale=ro_RO
Iasi,Locuitori din sat.DANCAS com.MIROSLAVA (IASI),https://www.facebook.com/groups/933424403502673/posts/2896900747155019/
Iasi,FEG Iasi- forum cursanti,https://www.facebook.com/groups/985400168167896/
Iasi,Vrem să facem o oprire cu cazare venim din Iași cum ați ...,https://www.facebook.com/groups/ForumThassosRomania/posts/7825021094282131/
Iasi,"Forum Biciclete,Trotinete,Scutere Electrice Iasi",https://www.facebook.com/groups/404336376746898/?locale=ro_RO
Iasi,Recomandari Medici Iasi/ Zona Moldovei,https://www.facebook.com/groups/1592219854157246/?locale=ro_RO
Iasi,FEG Iasi- forum cursanti,https://da-dk.facebook.com/groups/985400168167896/
Iasi,Plasma Forum în Iași,https://www.facebook.com/groups/plasmaromania/posts/2892193310928263/
Iasi,Buna ziua! Imi puteti recomanda un psihoterapeut din Iasi ...,https://www.facebook.com/groups/1592219854157246/posts/7374672165911957/
Iasi,Mai pleacă cineva din iasi luni în antalia,https://m.facebook.com/groups/ForumTurcia/posts/mai-pleac%C4%83-cineva-din-iasi-luni-%C3%AEn-antalia/1412239529486789/
Iasi,alocatii si indemnizatii Iași oficial,https://www.facebook.com/groups/2505349679525549/
Iasi,Întreabă un student la UAIC,https://www.facebook.com/groups/3497658116932805/
Brasov,BRASOV,https://www.facebook.com/groups/brasovulmeu/
Brasov,Județul BRAȘOV - grupul brașovenilor,https://www.facebook.com/groups/558512367533247/
Brasov,Brasov,https://www.facebook.com/groups/brasovromania/
Brasov,Vă ajutăm din Brașov,https://www.facebook.com/groups/565680750710139/
Brasov,Grup My Name:Brasov,https://www.facebook.com/groups/1653578081401473/
Brasov,e-BRAȘOVENII,https://www.facebook.com/groups/brasovenii/?locale=ro_RO
Brasov,Ești din Brașov dacă...,https://www.facebook.com/groups/879660068774624/
Brasov,Noua Brasov,https://www.facebook.com/groups/Noua.Brasov/?locale=ro_RO
Brasov,Ești din Brașov dacă...,https://www.facebook.com/groups/bunaziuabrasov/
Brasov,Civic Brasov,https://www.facebook.com/groups/CivicBrasov/
Brasov,"Brasov, Covasna - anunturi, vanzari, angajari, voluntariat, ...",https://www.facebook.com/groups/brasovcovasnaanunturivanzaricomunitate/
Brasov,Comunitatea Folk Brașov,https://www.facebook.com/groups/1819813154737299/
Brasov,Comunitatea Sanpetru Brasov,https://www.facebook.com/groups/2752787624762097/
Brasov,Comunitatea Bod,https://www.facebook.com/groups/3288336931203832/?locale=ro_RO
Brasov,"Comunitatea Crizbav, Brasov",https://www.facebook.com/groups/563623009035229/
Brasov,Comunitatea - Art Center Brasov,https://www.facebook.com/groups/artcenterbrasov/
Brasov,Comunitatea Sânpetru Residence🌿,https://www.facebook.com/groups/842093849204092/
Brasov,ROMO Brașov: De la Producător direct la Consumator,https://www.facebook.com/groups/romo.brasov/
Brasov,Comunitatea Moto Brasov,https://www.facebook.com/groups/moto.brasov/
Brasov,[H] BRAȘOV | Comunitate LGBTQ+ cu vibe fain de munte,https://www.facebook.com/groups/hbrasov/
Brasov,Locuitori în Avantgarden 3 - Brasov,https://www.facebook.com/groups/avantgarden3/?locale=ro_RO
Brasov,"Locuitori In Stupini, Brasov",https://www.facebook.com/groups/176092739675463/?locale=ro_RO
Brasov,Locuitorii cartierului Tractorul din Brasov,https://www.facebook.com/groups/514595902247005/?locale=ro_RO
Brasov,Locuitori Valcom Residence Brasov,https://www.facebook.com/groups/239806808285284/
Brasov,Locuitori în Avantgarden 3 - Brasov,https://www.facebook.com/groups/avantgarden3/about/?locale=tr_TR
Brasov,Locuitori cartier Astra-Brasov,https://www.facebook.com/groups/869420140276745/
Brasov,Locuitori în Avantgarden 3 - Brasov Public Group,https://m.facebook.com/groups/1464208430536672/_join_/
Brasov,"Locuitori In Stupini, Brasov",https://m.facebook.com/groups/176092739675463/_join_/?locale=es_LA
Brasov,Locuitori Platinum Residence Brasov,https://www.facebook.com/groups/489770849605916
Brasov,Locuitori Valcom Residence Brasov,https://www.facebook.com/groups/239806808285284/?locale=ms_MY
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/?locale=ro_RO
Brasov,‎Forum Brasov‎,https://www.facebook.com/groups/forumbrasov/?locale=ar_AR
Brasov,Forum Brasov Public Group,https://m.facebook.com/groups/743946172416458/members/
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/posts/3575424172601963/
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/posts/3679372072207172/
Brasov,Forum Brasov,https://m.facebook.com/groups/forumbrasov/posts/3616420338502346/
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/posts/3614466062031107/
Brasov,Forum Brasov,https://m.facebook.com/groups/forumbrasov/posts/3650194225124957/
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/posts/3679024122241967/
Brasov,Forum Brasov,https://www.facebook.com/groups/forumbrasov/posts/3674266549384391/
